Path,Owners,Online?,PS (HIon),Datasets (SmartPS),Streams,L1T Seed
HLT_HIMinimumBiasHF1ANDZDC1nOR_v4,HIN,Yes,1,HIMinimumBias0(700)& HIMinimumBias1(700)& HIMinimumBias2(700)& HIMinimumBias3(700)& HIPhysicsRawPrime0& HIPhysicsRawPrime1& HIPhysicsRawPrime10& HIPhysicsRawPrime11& HIPhysicsRawPrime12& HIPhysicsRawPrime13& HIPhysicsRawPrime14& HIPhysicsRawPrime15& HIPhysicsRawPrime16& HIPhysicsRawPrime17& HIPhysicsRawPrime18& HIPhysicsRawPrime19& HIPhysicsRawPrime2& HIPhysicsRawPrime20& HIPhysicsRawPrime21& HIPhysicsRawPrime22& HIPhysicsRawPrime23& HIPhysicsRawPrime24& HIPhysicsRawPrime25& HIPhysicsRawPrime26& HIPhysicsRawPrime27& HIPhysicsRawPrime28& HIPhysicsRawPrime29& HIPhysicsRawPrime3& HIPhysicsRawPrime30& HIPhysicsRawPrime31& HIPhysicsRawPrime32& HIPhysicsRawPrime33& HIPhysicsRawPrime34& HIPhysicsRawPrime35& HIPhysicsRawPrime36& HIPhysicsRawPrime37& HIPhysicsRawPrime38& HIPhysicsRawPrime39& HIPhysicsRawPrime4& HIPhysicsRawPrime40& HIPhysicsRawPrime41& HIPhysicsRawPrime42& HIPhysicsRawPrime43& HIPhysicsRawPrime44& HIPhysicsRawPrime45& HIPhysicsRawPrime46& HIPhysicsRawPrime47& HIPhysicsRawPrime48& HIPhysicsRawPrime49& HIPhysicsRawPrime5& HIPhysicsRawPrime50& HIPhysicsRawPrime51& HIPhysicsRawPrime52& HIPhysicsRawPrime53& HIPhysicsRawPrime54& HIPhysicsRawPrime55& HIPhysicsRawPrime56& HIPhysicsRawPrime57& HIPhysicsRawPrime58& HIPhysicsRawPrime59& HIPhysicsRawPrime6& HIPhysicsRawPrime7& HIPhysicsRawPrime8& HIPhysicsRawPrime9,PhysicsHIMinimumBias0& PhysicsHIMinimumBias1& PhysicsHIMinimumBias2& PhysicsHIMinimumBias3& PhysicsHIPhysicsRawPrime0& PhysicsHIPhysicsRawPrime1& PhysicsHIPhysicsRawPrime10& PhysicsHIPhysicsRawPrime11& PhysicsHIPhysicsRawPrime12& PhysicsHIPhysicsRawPrime13& PhysicsHIPhysicsRawPrime14& PhysicsHIPhysicsRawPrime15& PhysicsHIPhysicsRawPrime16& PhysicsHIPhysicsRawPrime17& PhysicsHIPhysicsRawPrime18& PhysicsHIPhysicsRawPrime19& PhysicsHIPhysicsRawPrime2& PhysicsHIPhysicsRawPrime20& PhysicsHIPhysicsRawPrime21& PhysicsHIPhysicsRawPrime22& PhysicsHIPhysicsRawPrime23& PhysicsHIPhysicsRawPrime24& PhysicsHIPhysicsRawPrime25& PhysicsHIPhysicsRawPrime26& PhysicsHIPhysicsRawPrime27& PhysicsHIPhysicsRawPrime28& PhysicsHIPhysicsRawPrime29& PhysicsHIPhysicsRawPrime3& PhysicsHIPhysicsRawPrime30& PhysicsHIPhysicsRawPrime31& PhysicsHIPhysicsRawPrime32& PhysicsHIPhysicsRawPrime33& PhysicsHIPhysicsRawPrime34& PhysicsHIPhysicsRawPrime35& PhysicsHIPhysicsRawPrime36& PhysicsHIPhysicsRawPrime37& PhysicsHIPhysicsRawPrime38& PhysicsHIPhysicsRawPrime39& PhysicsHIPhysicsRawPrime4& PhysicsHIPhysicsRawPrime40& PhysicsHIPhysicsRawPrime41& PhysicsHIPhysicsRawPrime42& PhysicsHIPhysicsRawPrime43& PhysicsHIPhysicsRawPrime44& PhysicsHIPhysicsRawPrime45& PhysicsHIPhysicsRawPrime46& PhysicsHIPhysicsRawPrime47& PhysicsHIPhysicsRawPrime48& PhysicsHIPhysicsRawPrime49& PhysicsHIPhysicsRawPrime5& PhysicsHIPhysicsRawPrime50& PhysicsHIPhysicsRawPrime51& PhysicsHIPhysicsRawPrime52& PhysicsHIPhysicsRawPrime53& PhysicsHIPhysicsRawPrime54& PhysicsHIPhysicsRawPrime55& PhysicsHIPhysicsRawPrime56& PhysicsHIPhysicsRawPrime57& PhysicsHIPhysicsRawPrime58& PhysicsHIPhysicsRawPrime59& PhysicsHIPhysicsRawPrime6& PhysicsHIPhysicsRawPrime7& PhysicsHIPhysicsRawPrime8& PhysicsHIPhysicsRawPrime9,L1_ZDC1n_OR_MinimumBiasHF1_AND_BptxAND
HLT_HIMinimumBiasHF1ANDZDC2nOR_v7,HIN,Yes,1,HIMinimumBias0(700)& HIMinimumBias1(700)& HIMinimumBias2(700)& HIMinimumBias3(700)& HIPhysicsRawPrime0& HIPhysicsRawPrime1& HIPhysicsRawPrime10& HIPhysicsRawPrime11& HIPhysicsRawPrime12& HIPhysicsRawPrime13& HIPhysicsRawPrime14& HIPhysicsRawPrime15& HIPhysicsRawPrime16& HIPhysicsRawPrime17& HIPhysicsRawPrime18& HIPhysicsRawPrime19& HIPhysicsRawPrime2& HIPhysicsRawPrime20& HIPhysicsRawPrime21& HIPhysicsRawPrime22& HIPhysicsRawPrime23& HIPhysicsRawPrime24& HIPhysicsRawPrime25& HIPhysicsRawPrime26& HIPhysicsRawPrime27& HIPhysicsRawPrime28& HIPhysicsRawPrime29& HIPhysicsRawPrime3& HIPhysicsRawPrime30& HIPhysicsRawPrime31& HIPhysicsRawPrime32& HIPhysicsRawPrime33& HIPhysicsRawPrime34& HIPhysicsRawPrime35& HIPhysicsRawPrime36& HIPhysicsRawPrime37& HIPhysicsRawPrime38& HIPhysicsRawPrime39& HIPhysicsRawPrime4& HIPhysicsRawPrime40& HIPhysicsRawPrime41& HIPhysicsRawPrime42& HIPhysicsRawPrime43& HIPhysicsRawPrime44& HIPhysicsRawPrime45& HIPhysicsRawPrime46& HIPhysicsRawPrime47& HIPhysicsRawPrime48& HIPhysicsRawPrime49& HIPhysicsRawPrime5& HIPhysicsRawPrime50& HIPhysicsRawPrime51& HIPhysicsRawPrime52& HIPhysicsRawPrime53& HIPhysicsRawPrime54& HIPhysicsRawPrime55& HIPhysicsRawPrime56& HIPhysicsRawPrime57& HIPhysicsRawPrime58& HIPhysicsRawPrime59& HIPhysicsRawPrime6& HIPhysicsRawPrime7& HIPhysicsRawPrime8& HIPhysicsRawPrime9,PhysicsHIMinimumBias0& PhysicsHIMinimumBias1& PhysicsHIMinimumBias2& PhysicsHIMinimumBias3& PhysicsHIPhysicsRawPrime0& PhysicsHIPhysicsRawPrime1& PhysicsHIPhysicsRawPrime10& PhysicsHIPhysicsRawPrime11& PhysicsHIPhysicsRawPrime12& PhysicsHIPhysicsRawPrime13& PhysicsHIPhysicsRawPrime14& PhysicsHIPhysicsRawPrime15& PhysicsHIPhysicsRawPrime16& PhysicsHIPhysicsRawPrime17& PhysicsHIPhysicsRawPrime18& PhysicsHIPhysicsRawPrime19& PhysicsHIPhysicsRawPrime2& PhysicsHIPhysicsRawPrime20& PhysicsHIPhysicsRawPrime21& PhysicsHIPhysicsRawPrime22& PhysicsHIPhysicsRawPrime23& PhysicsHIPhysicsRawPrime24& PhysicsHIPhysicsRawPrime25& PhysicsHIPhysicsRawPrime26& PhysicsHIPhysicsRawPrime27& PhysicsHIPhysicsRawPrime28& PhysicsHIPhysicsRawPrime29& PhysicsHIPhysicsRawPrime3& PhysicsHIPhysicsRawPrime30& PhysicsHIPhysicsRawPrime31& PhysicsHIPhysicsRawPrime32& PhysicsHIPhysicsRawPrime33& PhysicsHIPhysicsRawPrime34& PhysicsHIPhysicsRawPrime35& PhysicsHIPhysicsRawPrime36& PhysicsHIPhysicsRawPrime37& PhysicsHIPhysicsRawPrime38& PhysicsHIPhysicsRawPrime39& PhysicsHIPhysicsRawPrime4& PhysicsHIPhysicsRawPrime40& PhysicsHIPhysicsRawPrime41& PhysicsHIPhysicsRawPrime42& PhysicsHIPhysicsRawPrime43& PhysicsHIPhysicsRawPrime44& PhysicsHIPhysicsRawPrime45& PhysicsHIPhysicsRawPrime46& PhysicsHIPhysicsRawPrime47& PhysicsHIPhysicsRawPrime48& PhysicsHIPhysicsRawPrime49& PhysicsHIPhysicsRawPrime5& PhysicsHIPhysicsRawPrime50& PhysicsHIPhysicsRawPrime51& PhysicsHIPhysicsRawPrime52& PhysicsHIPhysicsRawPrime53& PhysicsHIPhysicsRawPrime54& PhysicsHIPhysicsRawPrime55& PhysicsHIPhysicsRawPrime56& PhysicsHIPhysicsRawPrime57& PhysicsHIPhysicsRawPrime58& PhysicsHIPhysicsRawPrime59& PhysicsHIPhysicsRawPrime6& PhysicsHIPhysicsRawPrime7& PhysicsHIPhysicsRawPrime8& PhysicsHIPhysicsRawPrime9,L1_ZDC2n_OR_MinimumBiasHF1_AND_BptxAND
HLT_HIMinimumBiasHF1ANDZDC1nOR_copy_v4,HIN,Yes,3000,HIEventDisplay(20)& HIExpressPhysics& HIExpressPhysicsRawPrime& HIOnlineMonitor(20),HIDQM& HIDQMEventDisplay& HIExpress& HIExpressRawPrime,L1_ZDC1n_OR_MinimumBiasHF1_AND_BptxAND
HLT_HIMinimumBiasHF1ANDZDC2nOR_copy_v6,HIN,Yes,1200,HIEventDisplay(20)& HIExpressPhysics& HIExpressPhysicsRawPrime& HIOnlineMonitor(20),HIDQM& HIDQMEventDisplay& HIExpress& HIExpressRawPrime,L1_ZDC2n_OR_MinimumBiasHF1_AND_BptxAND
HLT_HIMinimumBiasHF1ANDZDC1nOR_Beamspot_v5,HIN& TRK,Yes,3000,HIDQMOnlineBeamspot& HIExpressAlignment,HIDQMOnlineBeamspot& HIExpressAlignment,L1_ZDC1n_OR_MinimumBiasHF1_AND_BptxAND
HLT_HIMinimumBiasHF1ANDZDC2nOR_Beamspot_v8,HIN& TRK,Yes,1200,HIDQMOnlineBeamspot& HIExpressAlignment,HIDQMOnlineBeamspot& HIExpressAlignment,L1_ZDC2n_OR_MinimumBiasHF1_AND_BptxAND
HLT_HICentrality30100_FirstCollisionAfterAbortGap_v14,HIN,Yes,0,HIExpressPhysics(0)& HIExpressPhysicsRawPrime(0)& HIOnlineMonitor(0),HIDQM& HIExpress& HIExpressRawPrime,L1_FirstCollisionInOrbit_Centrality30_100_BptxAND
HLT_HIL1Centrality30_50_v7,HIN,Yes,1,HIPhysicsRawPrime0& HIPhysicsRawPrime1& HIPhysicsRawPrime10& HIPhysicsRawPrime11& HIPhysicsRawPrime12& HIPhysicsRawPrime13& HIPhysicsRawPrime14& HIPhysicsRawPrime15& HIPhysicsRawPrime16& HIPhysicsRawPrime17& HIPhysicsRawPrime18& HIPhysicsRawPrime19& HIPhysicsRawPrime2& HIPhysicsRawPrime20& HIPhysicsRawPrime21& HIPhysicsRawPrime22& HIPhysicsRawPrime23& HIPhysicsRawPrime24& HIPhysicsRawPrime25& HIPhysicsRawPrime26& HIPhysicsRawPrime27& HIPhysicsRawPrime28& HIPhysicsRawPrime29& HIPhysicsRawPrime3& HIPhysicsRawPrime30& HIPhysicsRawPrime31& HIPhysicsRawPrime32& HIPhysicsRawPrime33& HIPhysicsRawPrime34& HIPhysicsRawPrime35& HIPhysicsRawPrime36& HIPhysicsRawPrime37& HIPhysicsRawPrime38& HIPhysicsRawPrime39& HIPhysicsRawPrime4& HIPhysicsRawPrime40& HIPhysicsRawPrime41& HIPhysicsRawPrime42& HIPhysicsRawPrime43& HIPhysicsRawPrime44& HIPhysicsRawPrime45& HIPhysicsRawPrime46& HIPhysicsRawPrime47& HIPhysicsRawPrime48& HIPhysicsRawPrime49& HIPhysicsRawPrime5& HIPhysicsRawPrime50& HIPhysicsRawPrime51& HIPhysicsRawPrime52& HIPhysicsRawPrime53& HIPhysicsRawPrime54& HIPhysicsRawPrime55& HIPhysicsRawPrime56& HIPhysicsRawPrime57& HIPhysicsRawPrime58& HIPhysicsRawPrime59& HIPhysicsRawPrime6& HIPhysicsRawPrime7& HIPhysicsRawPrime8& HIPhysicsRawPrime9,PhysicsHIPhysicsRawPrime0& PhysicsHIPhysicsRawPrime1& PhysicsHIPhysicsRawPrime10& PhysicsHIPhysicsRawPrime11& PhysicsHIPhysicsRawPrime12& PhysicsHIPhysicsRawPrime13& PhysicsHIPhysicsRawPrime14& PhysicsHIPhysicsRawPrime15& PhysicsHIPhysicsRawPrime16& PhysicsHIPhysicsRawPrime17& PhysicsHIPhysicsRawPrime18& PhysicsHIPhysicsRawPrime19& PhysicsHIPhysicsRawPrime2& PhysicsHIPhysicsRawPrime20& PhysicsHIPhysicsRawPrime21& PhysicsHIPhysicsRawPrime22& PhysicsHIPhysicsRawPrime23& PhysicsHIPhysicsRawPrime24& PhysicsHIPhysicsRawPrime25& PhysicsHIPhysicsRawPrime26& PhysicsHIPhysicsRawPrime27& PhysicsHIPhysicsRawPrime28& PhysicsHIPhysicsRawPrime29& PhysicsHIPhysicsRawPrime3& PhysicsHIPhysicsRawPrime30& PhysicsHIPhysicsRawPrime31& PhysicsHIPhysicsRawPrime32& PhysicsHIPhysicsRawPrime33& PhysicsHIPhysicsRawPrime34& PhysicsHIPhysicsRawPrime35& PhysicsHIPhysicsRawPrime36& PhysicsHIPhysicsRawPrime37& PhysicsHIPhysicsRawPrime38& PhysicsHIPhysicsRawPrime39& PhysicsHIPhysicsRawPrime4& PhysicsHIPhysicsRawPrime40& PhysicsHIPhysicsRawPrime41& PhysicsHIPhysicsRawPrime42& PhysicsHIPhysicsRawPrime43& PhysicsHIPhysicsRawPrime44& PhysicsHIPhysicsRawPrime45& PhysicsHIPhysicsRawPrime46& PhysicsHIPhysicsRawPrime47& PhysicsHIPhysicsRawPrime48& PhysicsHIPhysicsRawPrime49& PhysicsHIPhysicsRawPrime5& PhysicsHIPhysicsRawPrime50& PhysicsHIPhysicsRawPrime51& PhysicsHIPhysicsRawPrime52& PhysicsHIPhysicsRawPrime53& PhysicsHIPhysicsRawPrime54& PhysicsHIPhysicsRawPrime55& PhysicsHIPhysicsRawPrime56& PhysicsHIPhysicsRawPrime57& PhysicsHIPhysicsRawPrime58& PhysicsHIPhysicsRawPrime59& PhysicsHIPhysicsRawPrime6& PhysicsHIPhysicsRawPrime7& PhysicsHIPhysicsRawPrime8& PhysicsHIPhysicsRawPrime9,L1_Centrality_30_50_BptxAND
HLT_HIL1_UCC_0_0p5_v7,HIN,Yes,1,HIPhysicsRawPrime0& HIPhysicsRawPrime1& HIPhysicsRawPrime10& HIPhysicsRawPrime11& HIPhysicsRawPrime12& HIPhysicsRawPrime13& HIPhysicsRawPrime14& HIPhysicsRawPrime15& HIPhysicsRawPrime16& HIPhysicsRawPrime17& HIPhysicsRawPrime18& HIPhysicsRawPrime19& HIPhysicsRawPrime2& HIPhysicsRawPrime20& HIPhysicsRawPrime21& HIPhysicsRawPrime22& HIPhysicsRawPrime23& HIPhysicsRawPrime24& HIPhysicsRawPrime25& HIPhysicsRawPrime26& HIPhysicsRawPrime27& HIPhysicsRawPrime28& HIPhysicsRawPrime29& HIPhysicsRawPrime3& HIPhysicsRawPrime30& HIPhysicsRawPrime31& HIPhysicsRawPrime32& HIPhysicsRawPrime33& HIPhysicsRawPrime34& HIPhysicsRawPrime35& HIPhysicsRawPrime36& HIPhysicsRawPrime37& HIPhysicsRawPrime38& HIPhysicsRawPrime39& HIPhysicsRawPrime4& HIPhysicsRawPrime40& HIPhysicsRawPrime41& HIPhysicsRawPrime42& HIPhysicsRawPrime43& HIPhysicsRawPrime44& HIPhysicsRawPrime45& HIPhysicsRawPrime46& HIPhysicsRawPrime47& HIPhysicsRawPrime48& HIPhysicsRawPrime49& HIPhysicsRawPrime5& HIPhysicsRawPrime50& HIPhysicsRawPrime51& HIPhysicsRawPrime52& HIPhysicsRawPrime53& HIPhysicsRawPrime54& HIPhysicsRawPrime55& HIPhysicsRawPrime56& HIPhysicsRawPrime57& HIPhysicsRawPrime58& HIPhysicsRawPrime59& HIPhysicsRawPrime6& HIPhysicsRawPrime7& HIPhysicsRawPrime8& HIPhysicsRawPrime9,PhysicsHIPhysicsRawPrime0& PhysicsHIPhysicsRawPrime1& PhysicsHIPhysicsRawPrime10& PhysicsHIPhysicsRawPrime11& PhysicsHIPhysicsRawPrime12& PhysicsHIPhysicsRawPrime13& PhysicsHIPhysicsRawPrime14& PhysicsHIPhysicsRawPrime15& PhysicsHIPhysicsRawPrime16& PhysicsHIPhysicsRawPrime17& PhysicsHIPhysicsRawPrime18& PhysicsHIPhysicsRawPrime19& PhysicsHIPhysicsRawPrime2& PhysicsHIPhysicsRawPrime20& PhysicsHIPhysicsRawPrime21& PhysicsHIPhysicsRawPrime22& PhysicsHIPhysicsRawPrime23& PhysicsHIPhysicsRawPrime24& PhysicsHIPhysicsRawPrime25& PhysicsHIPhysicsRawPrime26& PhysicsHIPhysicsRawPrime27& PhysicsHIPhysicsRawPrime28& PhysicsHIPhysicsRawPrime29& PhysicsHIPhysicsRawPrime3& PhysicsHIPhysicsRawPrime30& PhysicsHIPhysicsRawPrime31& PhysicsHIPhysicsRawPrime32& PhysicsHIPhysicsRawPrime33& PhysicsHIPhysicsRawPrime34& PhysicsHIPhysicsRawPrime35& PhysicsHIPhysicsRawPrime36& PhysicsHIPhysicsRawPrime37& PhysicsHIPhysicsRawPrime38& PhysicsHIPhysicsRawPrime39& PhysicsHIPhysicsRawPrime4& PhysicsHIPhysicsRawPrime40& PhysicsHIPhysicsRawPrime41& PhysicsHIPhysicsRawPrime42& PhysicsHIPhysicsRawPrime43& PhysicsHIPhysicsRawPrime44& PhysicsHIPhysicsRawPrime45& PhysicsHIPhysicsRawPrime46& PhysicsHIPhysicsRawPrime47& PhysicsHIPhysicsRawPrime48& PhysicsHIPhysicsRawPrime49& PhysicsHIPhysicsRawPrime5& PhysicsHIPhysicsRawPrime50& PhysicsHIPhysicsRawPrime51& PhysicsHIPhysicsRawPrime52& PhysicsHIPhysicsRawPrime53& PhysicsHIPhysicsRawPrime54& PhysicsHIPhysicsRawPrime55& PhysicsHIPhysicsRawPrime56& PhysicsHIPhysicsRawPrime57& PhysicsHIPhysicsRawPrime58& PhysicsHIPhysicsRawPrime59& PhysicsHIPhysicsRawPrime6& PhysicsHIPhysicsRawPrime7& PhysicsHIPhysicsRawPrime8& PhysicsHIPhysicsRawPrime9,L1_Centrality_0_0p5_BptxAND
HLT_HIL1_UCC_0_1_v7,HIN,Yes,1,HIPhysicsRawPrime0& HIPhysicsRawPrime1& HIPhysicsRawPrime10& HIPhysicsRawPrime11& HIPhysicsRawPrime12& HIPhysicsRawPrime13& HIPhysicsRawPrime14& HIPhysicsRawPrime15& HIPhysicsRawPrime16& HIPhysicsRawPrime17& HIPhysicsRawPrime18& HIPhysicsRawPrime19& HIPhysicsRawPrime2& HIPhysicsRawPrime20& HIPhysicsRawPrime21& HIPhysicsRawPrime22& HIPhysicsRawPrime23& HIPhysicsRawPrime24& HIPhysicsRawPrime25& HIPhysicsRawPrime26& HIPhysicsRawPrime27& HIPhysicsRawPrime28& HIPhysicsRawPrime29& HIPhysicsRawPrime3& HIPhysicsRawPrime30& HIPhysicsRawPrime31& HIPhysicsRawPrime32& HIPhysicsRawPrime33& HIPhysicsRawPrime34& HIPhysicsRawPrime35& HIPhysicsRawPrime36& HIPhysicsRawPrime37& HIPhysicsRawPrime38& HIPhysicsRawPrime39& HIPhysicsRawPrime4& HIPhysicsRawPrime40& HIPhysicsRawPrime41& HIPhysicsRawPrime42& HIPhysicsRawPrime43& HIPhysicsRawPrime44& HIPhysicsRawPrime45& HIPhysicsRawPrime46& HIPhysicsRawPrime47& HIPhysicsRawPrime48& HIPhysicsRawPrime49& HIPhysicsRawPrime5& HIPhysicsRawPrime50& HIPhysicsRawPrime51& HIPhysicsRawPrime52& HIPhysicsRawPrime53& HIPhysicsRawPrime54& HIPhysicsRawPrime55& HIPhysicsRawPrime56& HIPhysicsRawPrime57& HIPhysicsRawPrime58& HIPhysicsRawPrime59& HIPhysicsRawPrime6& HIPhysicsRawPrime7& HIPhysicsRawPrime8& HIPhysicsRawPrime9,PhysicsHIPhysicsRawPrime0& PhysicsHIPhysicsRawPrime1& PhysicsHIPhysicsRawPrime10& PhysicsHIPhysicsRawPrime11& PhysicsHIPhysicsRawPrime12& PhysicsHIPhysicsRawPrime13& PhysicsHIPhysicsRawPrime14& PhysicsHIPhysicsRawPrime15& PhysicsHIPhysicsRawPrime16& PhysicsHIPhysicsRawPrime17& PhysicsHIPhysicsRawPrime18& PhysicsHIPhysicsRawPrime19& PhysicsHIPhysicsRawPrime2& PhysicsHIPhysicsRawPrime20& PhysicsHIPhysicsRawPrime21& PhysicsHIPhysicsRawPrime22& PhysicsHIPhysicsRawPrime23& PhysicsHIPhysicsRawPrime24& PhysicsHIPhysicsRawPrime25& PhysicsHIPhysicsRawPrime26& PhysicsHIPhysicsRawPrime27& PhysicsHIPhysicsRawPrime28& PhysicsHIPhysicsRawPrime29& PhysicsHIPhysicsRawPrime3& PhysicsHIPhysicsRawPrime30& PhysicsHIPhysicsRawPrime31& PhysicsHIPhysicsRawPrime32& PhysicsHIPhysicsRawPrime33& PhysicsHIPhysicsRawPrime34& PhysicsHIPhysicsRawPrime35& PhysicsHIPhysicsRawPrime36& PhysicsHIPhysicsRawPrime37& PhysicsHIPhysicsRawPrime38& PhysicsHIPhysicsRawPrime39& PhysicsHIPhysicsRawPrime4& PhysicsHIPhysicsRawPrime40& PhysicsHIPhysicsRawPrime41& PhysicsHIPhysicsRawPrime42& PhysicsHIPhysicsRawPrime43& PhysicsHIPhysicsRawPrime44& PhysicsHIPhysicsRawPrime45& PhysicsHIPhysicsRawPrime46& PhysicsHIPhysicsRawPrime47& PhysicsHIPhysicsRawPrime48& PhysicsHIPhysicsRawPrime49& PhysicsHIPhysicsRawPrime5& PhysicsHIPhysicsRawPrime50& PhysicsHIPhysicsRawPrime51& PhysicsHIPhysicsRawPrime52& PhysicsHIPhysicsRawPrime53& PhysicsHIPhysicsRawPrime54& PhysicsHIPhysicsRawPrime55& PhysicsHIPhysicsRawPrime56& PhysicsHIPhysicsRawPrime57& PhysicsHIPhysicsRawPrime58& PhysicsHIPhysicsRawPrime59& PhysicsHIPhysicsRawPrime6& PhysicsHIPhysicsRawPrime7& PhysicsHIPhysicsRawPrime8& PhysicsHIPhysicsRawPrime9,L1_Centrality_0_1_BptxAND
HLT_HIPuAK4CaloJet40Eta5p1_MinBiasHF1AND_v6,HIN,Yes,1,HIPhysicsRawPrime0& HIPhysicsRawPrime1& HIPhysicsRawPrime10& HIPhysicsRawPrime11& HIPhysicsRawPrime12& HIPhysicsRawPrime13& HIPhysicsRawPrime14& HIPhysicsRawPrime15& HIPhysicsRawPrime16& HIPhysicsRawPrime17& HIPhysicsRawPrime18& HIPhysicsRawPrime19& HIPhysicsRawPrime2& HIPhysicsRawPrime20& HIPhysicsRawPrime21& HIPhysicsRawPrime22& HIPhysicsRawPrime23& HIPhysicsRawPrime24& HIPhysicsRawPrime25& HIPhysicsRawPrime26& HIPhysicsRawPrime27& HIPhysicsRawPrime28& HIPhysicsRawPrime29& HIPhysicsRawPrime3& HIPhysicsRawPrime30& HIPhysicsRawPrime31& HIPhysicsRawPrime32& HIPhysicsRawPrime33& HIPhysicsRawPrime34& HIPhysicsRawPrime35& HIPhysicsRawPrime36& HIPhysicsRawPrime37& HIPhysicsRawPrime38& HIPhysicsRawPrime39& HIPhysicsRawPrime4& HIPhysicsRawPrime40& HIPhysicsRawPrime41& HIPhysicsRawPrime42& HIPhysicsRawPrime43& HIPhysicsRawPrime44& HIPhysicsRawPrime45& HIPhysicsRawPrime46& HIPhysicsRawPrime47& HIPhysicsRawPrime48& HIPhysicsRawPrime49& HIPhysicsRawPrime5& HIPhysicsRawPrime50& HIPhysicsRawPrime51& HIPhysicsRawPrime52& HIPhysicsRawPrime53& HIPhysicsRawPrime54& HIPhysicsRawPrime55& HIPhysicsRawPrime56& HIPhysicsRawPrime57& HIPhysicsRawPrime58& HIPhysicsRawPrime59& HIPhysicsRawPrime6& HIPhysicsRawPrime7& HIPhysicsRawPrime8& HIPhysicsRawPrime9,PhysicsHIPhysicsRawPrime0& PhysicsHIPhysicsRawPrime1& PhysicsHIPhysicsRawPrime10& PhysicsHIPhysicsRawPrime11& PhysicsHIPhysicsRawPrime12& PhysicsHIPhysicsRawPrime13& PhysicsHIPhysicsRawPrime14& PhysicsHIPhysicsRawPrime15& PhysicsHIPhysicsRawPrime16& PhysicsHIPhysicsRawPrime17& PhysicsHIPhysicsRawPrime18& PhysicsHIPhysicsRawPrime19& PhysicsHIPhysicsRawPrime2& PhysicsHIPhysicsRawPrime20& PhysicsHIPhysicsRawPrime21& PhysicsHIPhysicsRawPrime22& PhysicsHIPhysicsRawPrime23& PhysicsHIPhysicsRawPrime24& PhysicsHIPhysicsRawPrime25& PhysicsHIPhysicsRawPrime26& PhysicsHIPhysicsRawPrime27& PhysicsHIPhysicsRawPrime28& PhysicsHIPhysicsRawPrime29& PhysicsHIPhysicsRawPrime3& PhysicsHIPhysicsRawPrime30& PhysicsHIPhysicsRawPrime31& PhysicsHIPhysicsRawPrime32& PhysicsHIPhysicsRawPrime33& PhysicsHIPhysicsRawPrime34& PhysicsHIPhysicsRawPrime35& PhysicsHIPhysicsRawPrime36& PhysicsHIPhysicsRawPrime37& PhysicsHIPhysicsRawPrime38& PhysicsHIPhysicsRawPrime39& PhysicsHIPhysicsRawPrime4& PhysicsHIPhysicsRawPrime40& PhysicsHIPhysicsRawPrime41& PhysicsHIPhysicsRawPrime42& PhysicsHIPhysicsRawPrime43& PhysicsHIPhysicsRawPrime44& PhysicsHIPhysicsRawPrime45& PhysicsHIPhysicsRawPrime46& PhysicsHIPhysicsRawPrime47& PhysicsHIPhysicsRawPrime48& PhysicsHIPhysicsRawPrime49& PhysicsHIPhysicsRawPrime5& PhysicsHIPhysicsRawPrime50& PhysicsHIPhysicsRawPrime51& PhysicsHIPhysicsRawPrime52& PhysicsHIPhysicsRawPrime53& PhysicsHIPhysicsRawPrime54& PhysicsHIPhysicsRawPrime55& PhysicsHIPhysicsRawPrime56& PhysicsHIPhysicsRawPrime57& PhysicsHIPhysicsRawPrime58& PhysicsHIPhysicsRawPrime59& PhysicsHIPhysicsRawPrime6& PhysicsHIPhysicsRawPrime7& PhysicsHIPhysicsRawPrime8& PhysicsHIPhysicsRawPrime9,L1_MinimumBiasHF1_AND_BptxAND
